id,title,description,category,category_label,is_synthetic,split
793,Issue with research classes,My coursework credits are showing an incorrect value. I completed the required academic activities.,Course_Work,Course_Work,True,test
2662,Research portal data correction,My personal information in the research portal has not been corrected. I have the correct supporting document.,Portal_Data_Correction,Portal_Data_Correction,True,train
1187,RDC proposal status not updated,The rdc approval process has not been communicated. I have been waiting for the committee's decision.,RDC,RDC,True,validation
1186,RDC proposal status not updated,The rdc decision is still pending. The delay is affecting my research schedule.,RDC,RDC,True,train
2025,Full-time part-time status change,My request to convert from full-time to part-time needs clarification. The supporting documents have already been provided.,FT_PT_Conversion,FT_PT_Conversion,True,train
1552,Thesis submission status pending,My thesis submission requires confirmation. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,test
2939,RTI/IIGRS grievance pending,The status of my iigrs request is still pending. I have the submission reference available.,RTI_IIGRS,RTI_IIGRS,True,train
1411,Problem submitting doctoral thesis,My submitted thesis documents requires confirmation. The issue is preventing me from moving to the next stage.,Thesis_Submission,Thesis_Submission,True,train
1477,Thesis submission status pending,My thesis submission is showing an incorrect status. The submission deadline has already passed.,Thesis_Submission,Thesis_Submission,True,train
84,Unable to complete PhD admission,The doctoral admission process is awaiting verification. I have already completed the required admission steps.,PhD_Admission,PhD_Admission,True,test
2531,Fellowship status pending,My scholarship payment has not been released. I have completed the required fellowship formalities.,Fellowship,Fellowship,True,train
2380,Fee transaction issue,The fee transaction in the portal is showing as unpaid. I need the fee record corrected.,Fee,Fee,True,test
21,Issue with PhD admission status,The admission status in the research portal has not been approved. The application was submitted before the deadline.,PhD_Admission,PhD_Admission,True,validation
2984,IIGRS request pending,The status of my iigrs request has not been updated. I submitted the request through the appropriate channel.,RTI_IIGRS,RTI_IIGRS,True,train
1761,Thesis review status pending,My thesis evaluation record has not been updated. I have been waiting for the evaluation update.,Thesis_Evaluation,Thesis_Evaluation,True,train
1903,Viva status pending,The defense process has not been scheduled. The delay is affecting completion of my PhD.,Viva,Viva,True,train
1406,Thesis submission record missing,My submitted thesis documents has not been acknowledged. The thesis was submitted through the prescribed process.,Thesis_Submission,Thesis_Submission,True,train
2352,Payment record not updated,The payment status is not reflected. The issue is preventing completion of the required process.,Fee,Fee,True,train
